Ano,Mes,Chuva,Tmax,Tmin,Tmean
1982.0,4.0,15.7,30.9,10.6,20.793103448275865
1982.0,5.0,25.2,31.9,5.0,17.35925925925926
1982.0,6.0,146.4,27.5,4.2,16.05217391304348
1982.0,7.0,68.7,29.2,5.2,13.666666666666668
1982.0,8.0,126.7,34.0,5.6,16.62142857142857
1982.0,9.0,160.79999999999998,33.8,9.2,18.408
1982.0,10.0,235.99999999999997,34.0,9.4,18.451724137931034
1982.0,11.0,157.29999999999998,30.6,10.8,19.682142857142857
1982.0,12.0,79.30000000000001,35.7,11.4,22.900000000000002
1983.0,1.0,83.39999999999999,35.6,17.8,25.043333333333333
1983.0,2.0,134.39999999999998,33.8,16.6,24.36666666666667
1983.0,3.0,166.39999999999998,33.9,11.4,21.62333333333333
1983.0,4.0,82.6,29.7,9.8,19.875862068965514
1983.0,5.0,172.10000000000002,28.8,5.9,17.763333333333335
1983.0,6.0,105.4,30.6,2.7,12.76896551724138
1983.0,7.0,216.10000000000005,28.5,4.6,13.283333333333333
1983.0,8.0,172.2,32.1,6.1,15.626666666666667
1983.0,9.0,33.300000000000004,32.1,4.6,15.517241379310345
1983.0,10.0,104.19999999999999,32.9,9.4,19.613333333333333
1983.0,11.0,133.60000000000002,34.5,10.6,21.675862068965518
1983.0,12.0,44.0,37.2,15.1,24.146666666666665
1984.0,1.0,150.7,37.3,18.2,25.966666666666672
1984.0,2.0,99.7,37.9,14.4,26.882142857142856
1984.0,3.0,99.1,32.9,16.7,23.476666666666667
1984.0,4.0,244.09999999999997,30.7,8.0,19.610344827586204
1984.0,5.0,268.6,31.6,3.3,17.83
1984.0,6.0,340.09999999999997,30.4,3.0,14.213793103448275
1984.0,7.0,125.60000000000001,30.2,2.2,14.360000000000001
1984.0,8.0,97.39999999999999,23.9,2.4,12.85333333333333
1984.0,9.0,63.3,26.1,6.7,16.355172413793102
1984.0,10.0,68.1,36.0,9.2,20.076666666666664
1984.0,11.0,69.79999999999998,34.7,11.1,20.479310344827585
1984.0,12.0,42.10000000000001,35.8,12.1,21.179999999999996
1988.0,1.0,141.4,36.4,14.6,24.946666666666662
1988.0,2.0,24.3,33.2,13.0,23.957142857142856
1988.0,3.0,6.3,37.9,15.7,25.669999999999998
1988.0,4.0,75.1,31.4,8.2,19.00714285714286
